Date,Home Team,Away Team,Full Time Home Goals,Full Time Away Goals,Full Time Result,Half Time Home Goals,Half Time Away Goals,Half Time Result,Home Shots,Away Shots,Home Shots on Target,Away Shots on Target,Home Fouls,Away Fouls,Home Cards,Away Cards,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards
02/09/2013,Tottenham,Newcastle,2,1,H,1,1,D,16,9,9,7,5,11,11,5,0,2,0,0
02/10/2013,Aston Villa,West Ham,2,1,H,0,0,D,7,13,2,7,15,12,4,10,3,2,0,0
02/10/2013,Man United,Everton,2,0,H,2,0,H,10,9,6,8,12,9,7,6,0,2,0,0
02/11/2013,Liverpool,West Brom,0,2,A,0,0,D,23,4,14,3,9,9,13,5,1,4,0,0
02/17/2013,Liverpool,Swansea,5,0,H,1,0,H,33,4,18,3,6,9,10,1,0,1,0,0
02/23/2013,Arsenal,Aston Villa,2,1,H,1,0,H,24,5,14,3,7,12,12,3,1,2,0,0
02/23/2013,Fulham,Stoke,1,0,H,1,0,H,20,7,9,2,4,9,9,4,1,3,0,0
02/23/2013,Norwich,Everton,2,1,H,0,1,A,10,11,9,5,15,10,7,5,1,1,0,0
02/23/2013,QPR,Man United,0,2,A,0,1,A,12,13,5,8,10,6,2,4,0,0,0,0
02/23/2013,Reading,Wigan,0,3,A,0,2,A,7,14,1,8,9,11,2,9,1,1,1,0
02/23/2013,West Brom,Sunderland,2,1,H,1,0,H,17,10,7,6,13,9,5,5,2,1,0,0
02/24/2013,Man City,Chelsea,2,0,H,0,0,D,15,4,11,1,19,5,6,6,3,1,0,0
02/24/2013,Newcastle,Southampton,4,2,H,2,1,H,11,11,5,7,12,12,7,3,0,4,0,0
02/25/2013,West Ham,Tottenham,2,3,A,1,1,D,8,25,6,16,12,7,6,12,4,1,0,0
03/02/2013,Chelsea,West Brom,1,0,H,1,0,H,25,8,19,4,12,16,9,7,1,2,0,0
03/02/2013,Everton,Reading,3,1,H,1,0,H,18,12,12,6,8,8,9,10,1,1,0,0
03/02/2013,Man United,Norwich,4,0,H,1,0,H,13,1,10,1,5,15,7,3,0,4,0,0
03/02/2013,Southampton,QPR,1,2,A,1,1,D,17,5,9,3,7,15,6,3,1,3,0,0
03/02/2013,Stoke,West Ham,0,1,A,0,1,A,10,10,2,7,12,12,4,2,1,2,0,0
03/02/2013,Sunderland,Fulham,2,2,D,1,2,A,12,7,6,4,9,14,7,3,1,3,0,0
03/02/2013,Swansea,Newcastle,1,0,H,0,0,D,10,14,7,7,9,17,7,7,0,2,0,0
03/02/2013,Wigan,Liverpool,0,4,A,0,3,A,15,8,11,7,11,15,4,3,2,2,0,0
03/03/2013,Tottenham,Arsenal,2,1,H,2,0,H,11,10,5,6,17,13,4,6,3,1,0,0
03/04/2013,Aston Villa,Man City,0,1,A,0,1,A,10,20,5,12,10,14,6,5,2,0,0,0
03/09/2013,Norwich,Southampton,0,0,D,0,0,D,3,15,2,7,9,10,1,7,2,3,0,0
03/09/2013,QPR,Sunderland,3,1,H,1,1,D,15,7,8,3,4,19,4,5,0,2,0,0
03/09/2013,Reading,Aston Villa,1,2,A,1,2,A,10,18,4,7,8,7,6,1,2,3,0,0
03/09/2013,West Brom,Swansea,2,1,H,1,1,D,12,9,6,4,9,10,3,3,1,1,0,0
03/10/2013,Liverpool,Tottenham,3,2,H,1,1,D,10,15,4,9,9,8,1,4,1,1,0,0
03/10/2013,Newcastle,Stoke,2,1,H,0,0,D,14,7,6,4,10,12,14,4,1,1,0,0
03/16/2013,Aston Villa,QPR,3,2,H,1,1,D,10,18,6,11,16,10,9,6,3,2,0,0
03/16/2013,Everton,Man City,2,0,H,1,0,H,11,17,5,11,15,10,13,6,4,3,1,0
03/16/2013,Man United,Reading,1,0,H,1,0,H,17,5,8,1,5,16,5,4,0,2,0,0
03/16/2013,Southampton,Liverpool,3,1,H,2,1,H,17,8,12,6,10,10,7,5,0,1,0,0
03/16/2013,Stoke,West Brom,0,0,D,0,0,D,13,9,5,5,15,11,7,1,2,2,0,0
03/16/2013,Swansea,Arsenal,0,2,A,0,0,D,9,15,2,11,2,7,3,7,1,1,0,0
03/17/2013,Chelsea,West Ham,2,0,H,1,0,H,24,15,14,9,5,14,5,5,0,2,0,0
03/17/2013,Sunderland,Norwich,1,1,D,1,1,D,16,7,8,3,11,11,5,9,1,3,0,1
03/17/2013,Tottenham,Fulham,0,1,A,0,0,D,12,6,6,2,10,5,5,5,1,1,0,0
03/17/2013,Wigan,Newcastle,2,1,H,1,0,H,13,9,10,4,7,12,7,3,1,1,0,0
03/30/2013,Arsenal,Reading,4,1,H,1,0,H,23,4,14,2,9,14,11,3,0,1,0,0
03/30/2013,Everton,Stoke,1,0,H,1,0,H,15,10,9,5,13,18,4,3,1,3,0,0
03/30/2013,Man City,Newcastle,4,0,H,2,0,H,19,5,11,1,6,8,9,2,0,2,0,0
03/30/2013,Southampton,Chelsea,2,1,H,2,1,H,13,7,8,4,12,6,7,7,2,1,0,0
03/30/2013,Sunderland,Man United,0,1,A,0,1,A,9,10,4,6,11,9,3,6,3,1,0,0
03/30/2013,Swansea,Tottenham,1,2,A,0,2,A,11,9,3,7,5,10,5,2,2,4,0,0
03/30/2013,West Ham,West Brom,3,1,H,2,0,H,14,17,8,11,10,13,5,3,1,1,0,1
03/30/2013,Wigan,Norwich,1,0,H,0,0,D,13,9,6,5,13,9,10,3,1,2,0,0
03/31/2013,Aston Villa,Liverpool,1,2,A,1,0,H,10,16,7,12,9,8,7,8,1,1,0,0
04/01/2013,Fulham,QPR,3,2,H,3,1,H,9,19,5,11,11,7,3,6,2,1,1,0
04/06/2013,Norwich,Swansea,2,2,D,1,1,D,12,16,9,9,8,16,2,5,5,3,0,0
04/06/2013,Reading,Southampton,0,2,A,0,1,A,8,12,3,4,5,11,8,4,0,0,0,0
04/06/2013,Stoke,Aston Villa,1,3,A,0,1,A,6,11,2,8,16,11,4,2,3,1,0,0
04/06/2013,West Brom,Arsenal,1,2,A,0,1,A,16,11,5,6,7,15,6,4,2,4,0,1
04/07/2013,Chelsea,Sunderland,2,1,H,0,1,A,14,7,7,3,9,15,8,5,0,2,0,0
04/07/2013,Liverpool,West Ham,0,0,D,0,0,D,19,10,12,4,8,4,12,2,0,1,0,0
04/07/2013,Newcastle,Fulham,1,0,H,0,0,D,20,5,10,3,13,11,10,3,2,2,0,0
04/07/2013,QPR,Wigan,1,1,D,0,0,D,6,16,2,10,9,12,2,10,2,3,1,0
04/07/2013,Tottenham,Everton,2,2,D,1,1,D,19,9,10,5,14,8,7,6,1,1,0,0
04/08/2013,Man United,Man City,1,2,A,0,0,D,16,9,7,5,13,18,9,4,3,5,0,0
04/13/2013,Arsenal,Norwich,3,1,H,0,0,D,10,5,7,5,8,10,9,3,1,2,0,0
04/13/2013,Aston Villa,Fulham,1,1,D,0,0,D,15,8,7,3,5,15,8,5,1,2,0,0
04/13/2013,Everton,QPR,2,0,H,1,0,H,14,8,10,5,6,12,13,5,3,3,0,0
04/13/2013,Reading,Liverpool,0,0,D,0,0,D,7,26,5,15,9,8,4,9,2,1,0,0
04/13/2013,Southampton,West Ham,1,1,D,0,0,D,15,6,11,4,9,18,7,4,2,3,0,0
04/14/2013,Newcastle,Sunderland,0,3,A,0,1,A,15,8,9,7,14,7,10,9,3,2,0,0
04/14/2013,Stoke,Man United,0,2,A,0,1,A,13,9,4,3,9,9,3,7,1,1,0,0
04/16/2013,Arsenal,Everton,0,0,D,0,0,D,10,10,6,5,11,12,8,1,2,3,0,0
04/17/2013,Fulham,Chelsea,0,3,A,0,3,A,11,13,7,10,11,11,6,5,2,1,0,0
04/17/2013,Man City,Wigan,1,0,H,0,0,D,10,8,4,6,12,5,5,4,2,1,0,0
04/17/2013,West Ham,Man United,2,2,D,1,1,D,10,15,4,9,9,7,2,5,1,0,0,0
04/20/2013,Fulham,Arsenal,0,1,A,0,1,A,7,10,5,7,13,8,7,3,0,2,1,1
04/20/2013,Norwich,Reading,2,1,H,0,0,D,19,14,9,6,8,12,8,8,2,3,0,0
04/20/2013,QPR,Stoke,0,2,A,0,1,A,25,11,11,4,8,14,5,5,1,2,0,0
04/20/2013,Sunderland,Everton,1,0,H,1,0,H,8,8,4,5,6,15,3,10,1,2,0,0
04/20/2013,Swansea,Southampton,0,0,D,0,0,D,14,9,7,5,11,13,7,2,0,0,0,0
04/20/2013,West Brom,Newcastle,1,1,D,0,1,A,8,10,4,6,9,10,15,2,0,2,0,0
04/20/2013,West Ham,Wigan,2,0,H,1,0,H,17,18,11,10,12,11,3,6,3,1,0,0
04/21/2013,Liverpool,Chelsea,2,2,D,0,1,A,23,9,12,6,8,11,8,5,5,2,0,0
04/21/2013,Tottenham,Man City,3,1,H,0,1,A,11,11,8,7,11,10,4,5,3,3,0,0
04/22/2013,Man United,Aston Villa,3,0,H,3,0,H,10,8,5,5,10,6,5,3,1,0,0,0
04/27/2013,Everton,Fulham,1,0,H,1,0,H,17,6,10,2,12,16,7,2,1,3,0,0
04/27/2013,Man City,West Ham,2,1,H,1,0,H,16,9,10,6,9,7,9,4,1,3,0,0
04/27/2013,Newcastle,Liverpool,0,6,A,0,2,A,5,11,1,10,14,7,5,7,3,2,1,0
04/27/2013,Southampton,West Brom,0,3,A,0,1,A,16,11,4,9,9,11,7,6,2,2,2,1
04/27/2013,Stoke,Norwich,1,0,H,0,0,D,12,5,4,0,10,8,5,3,4,2,0,0
04/27/2013,Wigan,Tottenham,2,2,D,1,1,D,6,14,4,7,12,10,3,3,3,1,0,0
04/28/2013,Arsenal,Man United,1,1,D,1,1,D,19,10,13,5,12,10,7,2,3,5,0,0
04/28/2013,Chelsea,Swansea,2,0,H,2,0,H,21,11,14,8,9,10,6,3,1,3,0,0
04/28/2013,Reading,QPR,0,0,D,0,0,D,13,15,7,5,12,14,9,7,0,2,0,0
04/29/2013,Aston Villa,Sunderland,6,1,H,2,1,H,18,7,15,4,10,15,4,4,0,3,0,1
05/04/2013,Fulham,Reading,2,4,A,0,1,A,18,20,13,13,14,7,3,3,2,1,0,0
05/04/2013,Norwich,Aston Villa,1,2,A,0,0,D,9,12,4,6,15,13,6,5,2,3,0,0
05/04/2013,QPR,Arsenal,0,1,A,0,1,A,14,13,6,11,8,6,3,7,2,1,0,0
05/04/2013,Swansea,Man City,0,0,D,0,0,D,7,12,1,8,9,10,4,4,0,0,0,0
05/04/2013,Tottenham,Southampton,1,0,H,0,0,D,7,10,4,6,8,9,5,5,1,1,0,0
05/04/2013,West Brom,Wigan,2,3,A,1,1,D,17,13,11,8,9,7,7,5,4,3,0,0
05/04/2013,West Ham,Newcastle,0,0,D,0,0,D,9,11,3,6,12,12,7,3,1,1,0,0
05/05/2013,Liverpool,Everton,0,0,D,0,0,D,16,11,8,4,10,10,3,5,1,2,0,0
05/05/2013,Man United,Chelsea,0,1,A,0,0,D,10,15,4,6,14,9,2,7,2,1,1,0
05/06/2013,Sunderland,Stoke,1,1,D,0,1,A,14,11,7,7,6,12,5,6,2,2,1,0
05/07/2013,Man City,West Brom,1,0,H,1,0,H,21,20,9,11,10,9,6,8,2,1,0,0
05/07/2013,Wigan,Swansea,2,3,A,1,0,H,14,10,11,6,14,13,4,4,2,2,0,0
05/08/2013,Chelsea,Tottenham,2,2,D,2,1,H,15,13,8,6,6,16,6,5,1,2,0,0
05/11/2013,Aston Villa,Chelsea,1,2,A,1,0,H,12,11,7,8,13,8,6,7,2,3,1,1
05/12/2013,Everton,West Ham,2,0,H,1,0,H,23,7,13,2,8,11,7,1,1,2,0,0
05/12/2013,Fulham,Liverpool,1,3,A,1,1,D,10,20,8,14,2,10,7,8,0,1,0,0
05/12/2013,Man United,Swansea,2,1,H,1,0,H,16,5,9,2,5,6,7,5,0,0,0,0
05/12/2013,Norwich,West Brom,4,0,H,1,0,H,11,8,8,5,10,7,8,2,2,1,0,0
05/12/2013,QPR,Newcastle,1,2,A,1,2,A,8,10,3,7,8,8,2,2,1,3,0,1
05/12/2013,Stoke,Tottenham,1,2,A,1,1,D,6,23,3,15,11,5,2,11,4,1,1,0
05/12/2013,Sunderland,Southampton,1,1,D,0,0,D,5,15,5,10,9,10,3,10,0,2,0,0
05/14/2013,Arsenal,Wigan,4,1,H,1,1,D,19,10,12,5,11,11,7,4,0,2,0,0
05/14/2013,Reading,Man City,0,2,A,0,1,A,11,27,7,20,6,7,4,10,0,1,0,0
05/19/2013,Chelsea,Everton,2,1,H,1,1,D,20,16,10,9,7,8,7,4,2,2,0,0
05/19/2013,Liverpool,QPR,1,0,H,1,0,H,27,10,20,3,7,3,14,0,1,3,0,0
05/19/2013,Man City,Norwich,2,3,A,1,1,D,12,12,5,7,10,8,7,7,1,0,0,0
05/19/2013,Newcastle,Arsenal,0,1,A,0,0,D,7,9,2,3,17,10,4,4,1,2,0,0
05/19/2013,Southampton,Stoke,1,1,D,0,0,D,11,7,7,3,9,7,3,4,0,2,0,0
05/19/2013,Swansea,Fulham,0,3,A,0,1,A,19,8,11,6,12,9,8,0,2,1,0,0
05/19/2013,Tottenham,Sunderland,1,0,H,0,0,D,23,6,19,4,6,12,14,1,1,3,0,1
05/19/2013,West Brom,Man United,5,5,D,1,3,A,15,12,8,8,10,6,3,5,0,1,0,0
05/19/2013,West Ham,Reading,4,2,H,2,0,H,21,17,12,7,14,8,6,4,2,1,0,0
05/19/2013,Wigan,Aston Villa,2,2,D,2,1,H,12,5,6,2,8,12,4,2,2,1,0,0
